,business_id,attributes.RestaurantsPriceRange2,stars,review_count
23636,b'i88Zn02Ub7Tbhe1g0TPsKQ',1.0,4.0,16
23637,b'zlZQM-cJPVW7FHJsYTvyYg',2.0,3.0,30
23638,b'HkivRKsvPfSag81YgcLuwg',1.0,4.5,68
23639,b'FQ9Q_WmEcAjHeyLzGq86mg',2.0,4.0,5
23640,b'zOhc6cRn1UgNy7EiAdJ2Rw',2.0,2.5,58
23641,b'G4qcXugVadvjErb1WDvQuw',,4.5,3
23642,b'AuhUQ1aawxIGHt25lUBIgw',2.0,3.5,20
23643,b'elj15ZOSk7EvHxy21V_jNw',,4.0,3
23644,b'CVEFqoWc2azMDsyEesMSZQ',2.0,4.0,5
23645,b'F1Iw4k5FT5sgp7arme1qeQ',2.0,3.5,6
23646,b'j9aqbEbdSw3JUDTAFKfNrw',,4.0,4
23647,b'RtOP4wAqi6kFm4ZMTSQX4Q',1.0,3.5,5
23648,b'oz-U184llqjVIt398hLntQ',1.0,4.0,11
23649,b'0Mp_0j2dfMXE6l-3Raqorg',1.0,3.5,7
23650,b'lqwx4u_BFK8bgd91O-L1hg',2.0,3.0,5
23651,b'jzN4hTdJt4JThSPAZIFDFQ',2.0,3.5,7
23652,b'Scub4d_tTkdD7g7QxcaaGg',2.0,3.0,8
23653,b'SnzXrfbJ7dqdbegLTQxHxQ',1.0,3.0,3
23654,b'ui4fyPJ_HRm4HPkEmIHQOA',1.0,4.0,4
23655,b'vrSJPjntzfCPgogFPSCHiA',2.0,4.0,24
23656,b'oRy013Ovh_RtEouO-rGX2A',1.0,4.5,45
23657,b'_kzB_xsb9DHUPfXB0XfQGA',2.0,3.5,213
23658,b'PXVNlCbNocp-EJ-RJRQoIw',1.0,4.0,62
23659,b'T_rhdTatD0ElZOFqyoZBcA',2.0,3.0,8
23660,b'_BaA052qAWqhKbCQ4s-_8A',2.0,3.5,8
23661,b'eQpPZ8RUZDpOk8BoZsuHWw',1.0,4.5,9
23662,b'J-HXbuGuGFQhP8HZtVLPUA',1.0,3.5,10
23663,b'2pAaYEpVsAy3XNLpmPxCoA',2.0,3.5,12
23664,b'P4lcAvH_JqOIUPyNE5LoJA',1.0,3.5,143
23665,b'w1S46TdjMdQj-zCZoXPd4Q',2.0,4.0,155
23666,b'S_5s_J6Mrii2cAi4ylK30w',1.0,3.5,11
23667,b'98hNRWW4AC5IzEg4BP3f5Q',2.0,3.5,125
23668,b'viry1tKdw736ZRBeX9UB5Q',1.0,3.0,24
23669,b'Q-3_XWvNOBlwt1QTrI9A6g',1.0,4.5,12
23670,b'DWx1UgbHLHU-2Ko02klhZg',1.0,3.5,19
23671,b'fDQF6ojXgCZsqaqQkrQvdQ',2.0,3.0,170
23672,b'ox217cvYkI180v76c4QuVA',1.0,4.0,60
23673,b'Eu8UHz3F44ZGrT3OhKpJ_Q',,4.5,5
23674,b'8Wm2NMAoukBC2wQR49E4ng',2.0,2.5,46
23675,b'j2vNoPv7Jzvvj7rbsT7vAA',1.0,2.0,21
23676,b'Xny_dcT1dsUlqhkc7zN3qQ',1.0,4.0,4
23677,b'W4PkdKcGXYM3Njo_Y9pPHg',1.0,4.0,8
23678,b'WHqtcU9fiIQszFFtNaxCuQ',2.0,4.0,4
23679,b'WlBvw6R1Qe2yIaZp-2ilZA',2.0,3.5,275
23680,b'eBqGqgZpWuM2dyPRpHbWdg',2.0,3.0,131
23681,b'BMAflH82OUIMl2mHtP0MNQ',1.0,3.5,69
23682,b'bRAQFWRxN4lh9WogWxLJ9g',2.0,4.0,44
23683,b'YmDBXcZI0BvoFmnyQP9pUg',2.0,3.0,28
23684,b'3Ebr7mBRoEAWq_hXgG30kg',1.0,4.0,7
23685,b'ugmEOPSDyuKST64jXHZtVA',1.0,4.0,27
23686,b'aLJrD7AwySfSvYx9fNvJRg',1.0,1.5,5
23687,b'i-LDatuEXFN3EDZK1sgllQ',2.0,5.0,36
23688,b'qzjMO-bLXirGU1Q4_8vJEg',2.0,3.5,27
23689,b'frwKRRIIR0QMv25IKVDIMA',1.0,4.0,88
23690,b'y0YM6nQcrBKwg59bv1YzBw',2.0,3.0,16
23691,b'_fhMw-sgEnozZHsJwpKdOQ',1.0,4.0,12
23692,b'6VWmXeUDmMvVhb8zqWti-w',1.0,1.5,9
23693,b'YyOxOuiKx6WHoOUYV0PMhg',2.0,2.5,23
23694,b'59qzz4Fz4EHcG3zuzdsh2Q',,3.0,3
23695,b'csolOpend_4LDv5rNTVuoA',1.0,4.0,8
23696,b'FztBiWmBNWv_BTQccYw-hA',1.0,2.5,32
23697,b'd51qbs6CitHbFD--G-AEVw',2.0,3.0,23
23698,b'uU8up3hGwW9qnzQD1HZsMQ',1.0,3.5,117
23699,b'0jtRI7hVMpQHpUVtUy4ITw',2.0,4.0,225
23700,b'EhvluP_Ion-TmdUpk4OgeA',1.0,3.5,22
23701,b'j6HrPOSwCo499xbCfP1R0w',1.0,4.5,7
23702,b'WvcM5J7FyArSo2cio8Bduw',2.0,3.5,13
23703,b'KiTHWMK20GvgPvpHSzTHTg',1.0,3.0,37
23704,b'kf5vUoZTGedgydqce2e08g',2.0,3.5,29
23705,b'xCyPB4N_JDd5IQi9DSjpBA',4.0,5.0,3
23706,b'VgGQnOwE3KxWErwtcG2KHw',2.0,3.0,21
23707,b'x7pcgbbZoqKndNEDIHZB8w',1.0,3.5,45
23708,b'YxisA1GTVv-Ea304sAkjSg',2.0,2.0,11
23709,b'qJLMG55i5yVOIBgktZK5uA',2.0,3.0,91
23710,b'lb4zS8vHWKqJ6dHbHyxpGw',2.0,3.5,39
23711,b'ujNN29ZEn8GaipiDLOQhEw',2.0,4.0,27
23712,b'q1IxHtEyuYLk7hNnMPOm6g',2.0,4.5,3
23713,b'S-FDDYNks1fXSoddvW9WvQ',1.0,3.5,71
23714,b'iCjZlOs3qL1_HhAQBW9smg',2.0,4.5,240
23715,b'tQH_DyUIWYOHMD7CYg6-jQ',2.0,3.5,32
23716,b'z8sURDJz4XRrFYBKPQT7jw',1.0,5.0,4
23717,b'yuovcAoXHuUERpOTPH-y_w',1.0,1.5,7
23718,b'6rYnfSWSkyXnlD3Fjep3PQ',1.0,4.5,81
23719,b'wRHGn5Hc6Oizlappi3SmMQ',2.0,3.0,5
23720,b'WzkbnhI-fxdH_tMzT3evtA',1.0,3.5,59
23721,b'-hXocgx4xqs9dv_l0jiZZg',2.0,5.0,7
23722,b'NpFtNc51LaZr8Y5_o2wRaw',2.0,3.5,257
23723,b'9toB8IcyYEGFCDY_kPk_GQ',2.0,3.0,10
23724,b'gruMxeJ3jUjJRN6-HDmhRg',2.0,2.0,4
23725,b'PzKv0-rMYDA-E5dGaYvrzA',1.0,2.5,17
23726,b'VNyWT0hLkIHzt5HQ0W4tSg',2.0,2.5,66
23727,b'_H0QP_8LUYqNeMmB-BRPMA',2.0,2.5,4
23728,b'HGuHk935tyokX6kveEviJw',2.0,3.5,255
23729,b'pdrWG2TVIXyRR_pN9bXs0Q',2.0,3.5,12
23730,b'8ROhtPKm-KxsgHII2JAoNA',2.0,2.5,12
23731,b'ZJ154qzqn6hNr3wmwxFKVA',1.0,4.0,29
23732,b'DZwXQUa5KGUcJ0y4TO1pFQ',2.0,3.0,73
23733,b'njiPpJhy94Ojq91Bev6ckA',1.0,2.0,45
23734,b'-NfdQz7Pesvthek59uGl8Q',2.0,2.5,16
23735,b'YyFfIFnTQaqexmvcS3kwLw',2.0,3.5,11
23736,b'_cRDDAasE-4584eXN_5Ecw',1.0,2.5,3
23737,b'wraKox0MBW_w449VJXVenQ',1.0,3.5,3
23738,b'Cp7JVPbO5Vv_huCBxLtXWQ',1.0,1.5,14
23739,b'KAmYlUNaGwEpEOLa1KJ33Q',1.0,3.5,13
23740,b'REW_RnZyb_p-H28lHUODaA',2.0,4.5,11
23741,b'b7DQpuJ-heKrgEtreYrx8A',2.0,4.0,35
23742,b'VVLGIq6ksrgGSfi7VBTmpg',2.0,4.0,4
23743,b'XpyYSWF-8xi_aZ67RUuk2Q',2.0,3.5,187
23744,b'yU5mfSJOmaJkegn2ad48Iw',2.0,3.5,87
23745,b'IzBOJTnKQkanSViAn8FX_w',1.0,1.5,27
23746,b'_IsXInoow06L5C7fQgg9ww',1.0,3.0,18
23747,b'UmFty_GxdqVe35apYnmGbw',1.0,3.5,6
23748,b'GdYvxyIZetApni8u32DS9w',2.0,3.5,5
23749,b'2TOHBzm9VpZyZx73LanN9w',,3.5,4
23750,b'-HIwk8B2mWzGS84vuM8ybA',1.0,3.0,27
23751,b'1-EjdZhVZFuNG6ReBS0rvQ',2.0,3.5,293
23752,b'7o2BZbRWeBIInSCf5b_SvA',2.0,4.0,130
23753,b'p_V8gH43zZx0Gh_EA__hdg',1.0,4.0,35
23754,b'DceZd7XnNtpY0xGc2mXI2g',3.0,3.0,6
23755,b'5RzpBgHNbOZiFCgQ2Zuoog',1.0,3.5,38
23756,b'jAVfKtYb5FAAMPUydScBPg',1.0,3.0,3
23757,b'7S_xPzT2mKDGddfY2oOxSw',2.0,3.0,21
23758,b'UhSMiTT66glIIoiL9UI-fA',1.0,4.5,5
23759,b'bJjBj7g-Im71HUsi5Yw5Vw',3.0,4.5,12
23760,b'u_vSbtOYpfnzhFRfEhqfyg',2.0,4.0,105
23761,b'YEJLcc9IADrS6uYnEk9WnA',2.0,3.0,9
23762,b'pXMHR0NyM_oaUIBoAsdLBA',,4.0,4
23763,b'4kHarRaYU73PEfmTwSO3nQ',2.0,4.0,7
23764,b'xJ94FRxbFwkmpi1hjuWlaw',2.0,4.0,96
23765,b'XY5r7aptxnh-Q-OdVNk1mw',2.0,3.0,9
23766,b'_LNVUUb8bTvOxfUNABf0xA',2.0,3.0,6
23767,b'WWtUCY03C7Xpoj0z9wKMPA',1.0,4.0,9
23768,b'OY1MdIc0J3BB7ZUJ7__Bbg',1.0,3.0,3
23769,b'x1GM1mzeDx4ARUGKV8n98Q',1.0,4.0,68
23770,b'KK7H1bVOMAJnDqMhBv2zpA',2.0,4.0,31
23771,b'9fMlGyhfhrob_O1DER3YWw',2.0,3.5,20
23772,b'5cAhaVuUvlgpDm8ABF8jog',1.0,4.5,46
23773,b'0oyuTuYwr6-nbz7F7CuuTQ',2.0,4.5,69
23774,b'AXyptrkdFAkZ608lOFIJYA',2.0,4.0,160
23775,b'6syNyecOEcdrp1Q7gv4XhQ',2.0,2.5,17
23776,b'gTY5awti2ditW0LuU3YGKA',2.0,3.0,6
23777,b'w3Z4Hy42WfkvBUNN6pNoKw',1.0,4.0,26
23778,b'8JxhnIJyOOR4qpqhRr0eiw',1.0,2.5,10
23779,b'WNI1VWmXV_liHnF7u2MklA',2.0,3.0,86
23780,b'uMYFhajHSs0Vj5erQHe9yg',1.0,4.0,6
23781,b'NwWYSYGHFyHQMmsXu0SiYA',2.0,3.0,165
23782,b'w6WOclNdCBYgUQXGyNAYGw',3.0,3.5,6
23783,b'jf_N8zWp30usaMLXdJs9Jg',1.0,2.0,9
23784,b'lo8WwqKogC-kz4toRvkdUQ',3.0,3.5,43
23785,b'BgTFsq79xmnRkX0gA1za1Q',2.0,3.5,300
23786,b'L9qDnDHSnINNjePwrJz-uQ',2.0,4.0,211
23787,b'RPBdjJEdtg1FN8c0TMOq4A',2.0,3.0,13
23788,b'gB7X5o33o6W_rAGgHunSCA',1.0,2.0,4
23789,b'cdX8lf5BsJjpC82dzgtBZA',2.0,4.0,18
23790,b'uYJ9m7nwPfOYmIMI5dJDPg',,4.0,3
23791,b'UnvFEX1m7TRYAXhr-YsP1A',,3.5,3
23792,b'sEWmZeYpzVSvZ8GPDcpFiw',1.0,4.0,12
23793,b'vs8orAK8nDXFxFiIfv0yYQ',2.0,4.5,35
23794,b'Ei7COF_smiUJH56K6zHqog',2.0,3.5,6
23795,b'g03AjjsVjSxfBgzf04FrFg',,3.5,6
23796,b'6dk3H4X0ZztxbG3b5Yij4w',2.0,4.0,73
23797,b'qPeHkpE_2rx7BYhJ4XmZ8Q',2.0,2.5,141
23798,b'aCA3j7cYs8JZFF0ExSfqEg',,4.5,3
23799,b'cDIqegq2R9SEsxS33c-tqw',2.0,5.0,13
23800,b'szlK9dJSHeSACNYFO9tfwg',1.0,4.0,317
23801,b'ARV5siBwOGimYqK-5vGT4A',1.0,1.5,9
23802,b'5DT2qxCkXxUKW7z_4kOXmA',2.0,4.0,282
23803,b'9Yo5Fl8wstZlxBnD0G-uHg',1.0,4.0,3
23804,b'K04Pbn_5-xNidh0-xkI9vw',2.0,4.0,35
23805,b'3I-D0RpnJfx9ghxvJQuaaA',2.0,2.5,51
23806,b'ZmDWTk8Qf5vFaVJStBh7-g',2.0,3.0,74
23807,b'No7l4LinY1tu-bCL97qi1A',3.0,3.5,20
23808,b'mkzD1g4O0y-yUeGzPx7fVg',,4.0,4
23809,b'ctTiEiUTY_FvnZ0ovBeZWQ',1.0,4.0,14
23810,b'2NpoKiship3R6lqexwbFVw',2.0,3.5,5
23811,b'ryMOzHutHot4MKiUlH359Q',3.0,3.5,3
23812,b'Fd25lEnclIwyWlSRgkbRfg',3.0,4.0,29
23813,b'vlFzcXqS2E1J1Dg-n19j8w',1.0,4.0,4
23814,b'87llFIHPxwvqmvOVLlMi6A',2.0,4.0,65
23815,b'6XZATxc2fcBoSjit1pVDwA',2.0,2.5,17
23816,b'2aPbaa0FFbN9AdPtxHqbVg',1.0,5.0,12
23817,b'bWIzHG5acSU5kxA1_QWSPw',1.0,2.5,11
23818,b'BKNPoWf3bQoxFWf-Kjt3wQ',1.0,3.0,5
23819,b'8wj429RXx2bSpubx-1Fjpg',,3.0,3
23820,b'1nEYOQZAbtGa42ZGZ5fnaQ',1.0,4.0,12
23821,b'POO5_d0RwzjJVhIpN-oulg',2.0,3.5,222
23822,b'DEeGnshpgUOIOjhq_dd5Ug',2.0,4.0,234
23823,b'1Tak6Q-IlkDrdmLwrEZeSg',2.0,3.5,54
23824,b'8a9Fyvqyk1ovoojnP_pvRQ',1.0,2.5,10
23825,b'DKwhJa-XDp8Co7ouU9h9YA',1.0,2.0,4
23826,b'wDMgjv968uPOxtRf8FsXEA',2.0,2.5,3
23827,b'hZzwkAJG92KkszWO8PoOQA',1.0,4.0,7
23828,b'xDHuJaOQ5HqaLP0zgpJD9w',1.0,2.0,20
23829,b'omU26JKzbqXhugm0O2U1mA',2.0,4.0,191
23830,b'LSxHsjO_CNbH-NE3lvwKaw',1.0,2.5,5
23831,b'01Ov9eDxKRY5k6ImMdiWLQ',2.0,3.0,166
23832,b'ibWJKyFwzm3K2UHSlc8EGA',2.0,2.5,98
23833,b'uFtKyRCM87iPsuclOxCvdg',2.0,4.0,19
23834,b'rifLWKQUwANsYNMbndjYww',1.0,3.5,13
23835,b'PsRvJffbQdaHhK9xHxB06A',1.0,3.0,13
23836,b'KdKzTRoSKEUIlxfKTbWUaw',1.0,4.5,403
23837,b'KB5iCfg8sW1NeNQV3HToCw',2.0,2.5,9
23838,b'AlTpq2-q-YqTVO84UjYZ-g',3.0,3.0,10
23839,b'IUTU_8qM7M8j9A1TbmMjYA',2.0,4.0,166
23840,b'3fs1mnE8iZJGgpezaFHaIg',2.0,4.0,25
23841,b'ey9jSAzEa8-kgnR1oiJOmg',2.0,3.0,8
23842,b'GeRCq7Y4SI54tDEjIaanPQ',2.0,4.0,6
23843,b'XDoS2eETLrG53caNkchd3g',1.0,4.0,115
23844,b'o0CSAXG2N7zYJW1AlZoKAQ',2.0,3.5,26
23845,b'K_xtAppJIWWeO8pNzK22lA',1.0,4.5,4
23846,b'9z3eb67r3ZWs4KOlSP9rSA',2.0,4.0,6
23847,b'HaPUQ_mela9h2DTruQba7A',3.0,4.0,99
23848,b'IESXUxhhaHOHvLIgLsa3aQ',2.0,3.5,34
23849,b'0Wysm_99sHXrftxGZrJc3Q',2.0,3.5,29
23850,b'_-mGxo3NxooLN7DQWlvTYA',2.0,2.5,3
23851,b'VaL-45FGVooh1Txm-e9xSA',2.0,2.0,5
23852,b'MUQS2XkrFl8QxCUHgSIzLA',2.0,3.5,142
23853,b'NfM1YE-FJCToO1LB36T6lQ',1.0,3.5,158
23854,b'tNP02RaH2XAMs91fj8d-og',2.0,3.0,81
23855,b'qmR3lrIFB4Wfi6XheB5cIQ',,3.0,4
23856,b'QC9bLPcNk6ymAOHf03pHhQ',1.0,3.5,26
23857,b'hPCheDmQDna-2iiJ4c553w',1.0,3.5,11
23858,b'6ANVuBMmpkXpFd5Hzkn4_Q',2.0,3.5,491
23859,b'XtuCUKXpktl20oTku54ZYQ',,4.5,17
23860,b'KiG6wzSo1P5vFJ_YZjM7UA',1.0,4.5,6
23861,b'6l1RF_6XKb7U46f2uQvFyA',2.0,3.5,8
23862,b'dZVMp70AuSa4dQPvx3J4ow',2.0,3.0,29
23863,b'GHS1rVjO-RMcRB6WJLpCDQ',2.0,4.0,882
23864,b'RrY6tlTYhrYacc0Uwd9dxA',1.0,3.5,4
23865,b'h5TdULM3nc6IoqY4yOdZqg',2.0,2.5,13
23866,b'BYtGiZr3dbxa2qAhg_3I4w',2.0,4.0,133
23867,b'rqtruxU_kvgCYNT5rgoB7Q',,4.0,8
23868,b'r9xW1wXycs4MPpqB-Vknzg',1.0,2.5,15
23869,b'OLDakQtXKfX4vecdMPcBRA',2.0,2.5,3
23870,b'EvX2fmpW44zKethHtJMQDw',2.0,4.0,22
23871,b'UX1pAKQtRHX5fejaWbIy6Q',2.0,3.0,22
23872,b's5sOebcKIq-1oC3gETTWxA',2.0,4.0,4
23873,b'ABiwctEu-OZ8YsVc5lnLZQ',2.0,3.5,11
23874,b'oMF1F795PpnITiNfOR1e2A',2.0,4.0,22
23875,b'uaVuq9mXAEOkopiFWIY82A',,4.5,8
23876,b'nfdNvM0HFCDmnJ5eHMnuNg',2.0,4.0,141
23877,b'2xP6Ng5FVqIhnYgFtrQNYQ',1.0,1.5,9
23878,b'Mzq8W9Xw-poKP0tDjhs5_Q',2.0,2.5,13
23879,b'c1_adyjYG6JEa1PZAXMOBg',2.0,3.5,81
23880,b'tBecXDdDmboDVwUu4kmOiA',2.0,3.5,10
23881,b'QYio9HySny2cMcIs8YjMCQ',1.0,5.0,25
23882,b'fk9-GzfKDCESiP9Zp8XfzA',2.0,4.0,7
23883,b'Zr4VFz5dRVlc8dbn2JjNww',2.0,2.5,21
23884,b'GC9kPgUxDW49alvxL4CtvQ',2.0,5.0,8
23885,b'7fCK4G60IBr2JQGpnrR53Q',,3.0,4
23886,b'uxRBduJIbkY5FFfJCVVdVQ',2.0,3.5,9
23887,b'KTqZNwlj53ykY4aM42f10g',2.0,3.0,5
23888,b'KyIsVdtBJBXJZC3FPIydCw',1.0,4.0,3
23889,b'i3tQsfpdKoXttqp4CFLA-Q',1.0,2.0,47
23890,b'emOK5Q4d_KZsA76tT9pOug',2.0,4.0,45
23891,b'wQzoPg22japWCY5WbN-pNw',2.0,3.5,5
23892,b'RMn2euwrbfu6fpomjf31qw',,2.5,4
23893,b'ck-5NFpK8CQsUMD4LHaf5w',2.0,3.5,106
23894,b'TgjpcqIhZ4ONmp1AaxDLPQ',2.0,4.0,5
23895,b'mbDeyWr9GYlvr5fYNRStAg',2.0,3.5,41
23896,b'VwdnJPb5WG8lM_whsZasHw',,5.0,7
23897,b'qH-Oqr_qZYPSCSrM6QwMOg',2.0,3.0,11
23898,b'72AGUhk0-UFaOJZJDNl0WQ',2.0,3.0,4
23899,b'S6HTXcS97j173_btjN8w7Q',2.0,3.5,214
23900,b'yo8yB3hdqvbvj8huzXpKWQ',1.0,4.5,105
23901,b'M0yfSpeDaYTPEnLjw_0g_g',2.0,4.0,124
23902,b'UeEzvTGkSyaHRvWTlZ1ISA',2.0,3.0,14
23903,b'tE7Xc8WzB5M422ud2aCB4g',1.0,3.0,14
23904,b'WsG9ecWpbLQiIr9lo24V6A',2.0,4.0,39
23905,b'O66Zy8Y13VBm72ZDhS4fIg',3.0,3.5,285
23906,b'TM3UY0fCq0CQbuskoq0OWQ',2.0,3.0,107
23907,b'sQe4CqXpC-kxu3ErbYgXkg',2.0,4.5,16
23908,b'5S0zBnWzxy8FDESCLde5OA',1.0,2.5,5
23909,b'i_V36U612XnJ5SJAE1OPWw',1.0,4.5,99
23910,b'VtKYA6Fu1jTDrEhDHRlUvg',1.0,4.0,38
23911,b'oQi2rgl-ajKDoTAaceLBag',2.0,3.0,78
23912,b'HTgwDseCmII-ScQhcmXWlA',2.0,3.5,3
23913,b'naTXjWzBdINebf6jfnwtwA',2.0,2.5,14
23914,b'o5n_EocuVmvk4i8l52nNsQ',1.0,2.5,5
23915,b'd_tubLVx2pnTZXvXFfcOeQ',2.0,4.0,19
23916,b'C_g3n0TGN9IVtwED4WiavA',2.0,4.0,79
23917,b'0EeciPtb--c42OUE7Nm9mg',2.0,3.0,99
23918,b'WFIROcsePryGgQY_nqDUQQ',2.0,2.0,4
23919,b'JUY-6k02E-Zf5QZXhnKabA',2.0,4.5,162
23920,b'jVJClv_tCCGNyMnRx50xeQ',3.0,3.5,31
23921,b'0Va62tNCwj3YVJQ78hzdgg',1.0,3.5,5
23922,b'zWHcL5wQz5hU4Ee4fPN2YQ',2.0,4.5,7
23923,b'HI56ArpYEbhEUeRx9Curpw',1.0,4.0,453
23924,b'pPOENKpvVc_3zSjEhfqCWw',1.0,4.0,4
23925,b'fGhdqf7rkSuW7UxJeyZiTw',,2.5,3
23926,b'd8n3GDCngLLaKCxnFO_hTw',2.0,5.0,20
23927,b'dmolFt7_-B_dItBgnGxjrg',,4.5,5
23928,b'jjullAo_5_q3x3yagyLmMA',2.0,2.5,16
23929,b'Pjg0ML-Se8fnbWgHHodGYQ',2.0,3.0,40
23930,b'JIknc5LugXh5_4s_ZvND7g',2.0,3.5,7
23931,b'arP20rlnrGuX1Xker6xPzw',1.0,3.0,14
23932,b'tGRPPSJUXst2PSKyM-4FGw',,4.0,4
23933,b'fGbP45JCPckM0hA1O_l6Dw',1.0,3.0,3
23934,b'ZhhJtilWRDryTxeXF1kVWw',2.0,3.5,4
23935,b'4cTawmoz0rrw3cl1fJd6eQ',1.0,3.5,9
23936,b'9DIbfGYvKnEetNA8ntZoLg',1.0,4.0,11
23937,b'9-Lipa9HiHL_EAfeDfPq1g',2.0,3.5,24
23938,b'w1FuKhUBhzgui6pj9uF5Gg',1.0,4.5,3
23939,b'lQWgnJg7_h5qqxh9Fi6P9Q',2.0,2.5,74
23940,b'11fdZ98T5ddYgc12bp99PQ',2.0,4.0,18
23941,b'fjjDfZkChBWyCtbL7bvb2Q',2.0,3.5,39
23942,b'OX6oIIr4ELW8aRjbHjXYEg',2.0,4.5,35
23943,b'3eTkf7FSHPM5isQ1vUQUJA',1.0,3.0,4
23944,b'RuU1P-CW3DJtiLoNTahUHA',3.0,4.0,21
23945,b'uYGccFiK5EdKBV0W33eGoA',,5.0,5
23946,b'kJdIaFnq9lcMOBjhjDtgFg',2.0,4.0,23
23947,b'yP71_LfUPnGIRqA2g09RoQ',3.0,4.5,45
23948,b'czyhvf93Txsfxdxqcm16mA',1.0,4.0,338
23949,b'0QgFIP9W0eGZSxCSQRQSCg',,2.5,5
23950,b'_GV-hbZuyQaiLZjzv-ikIw',1.0,3.0,11
23951,b'9MMks9B1cMDtdrBHW08WPQ',1.0,4.0,63
23952,b'd0RZsyjSboxqvwEYPPYVKw',1.0,4.0,5
23953,b'PylSakG8OtbqYMZl4weLBw',1.0,3.5,9
23954,b'-AD5PiuJHgdUcAK-Vxao2A',1.0,3.5,274
23955,b'noXKdbLQqpZPAiesHqPzdw',3.0,2.5,7
23956,b'tnsYhfPdHo-ekvD6GL6B4Q',1.0,3.0,20
23957,b'R70Fs60Tp4rS6QjZjOrvZA',2.0,2.5,6
23958,b'a_HejZvHvG2IM7ri1CnlYA',2.0,3.5,23
23959,b'Tla8mDMUAnpB7QcWAf7c5g',4.0,4.0,4
23960,b'Md8XLs5FUhSnUodFEVqYWQ',2.0,4.0,10
23961,b'1QgN7EG1HF9aIDdIc7gU-w',1.0,3.0,14
23962,b'H9joK3yIE8CHkUPUwQmdLQ',2.0,3.0,3
23963,b'9p-oDNOVSG38rRN-15MviQ',2.0,4.0,84
23964,b'YUxp_du_s8VX_uJxUEypHQ',1.0,3.5,3
23965,b'-iauwrCGxk1cEJJnf4soTg',3.0,4.5,69
23966,b'bMjNcV3fe-6lFhhl436PNQ',2.0,4.0,31
23967,b'QbLCALa347d6D09WJ37HXQ',1.0,4.5,10
23968,b'Vq-eRmIwiMgu2qZQquj21w',2.0,3.5,48
23969,b'fXBZsZYPFDDhYk5ySJJQFA',2.0,4.0,10
23970,b'O1iooQB4W8uHKvnyl3ILHw',1.0,3.0,159
23971,b'UN2MzY7bZUF29gvEcp3oYg',1.0,2.5,10
23972,b'5EMG375kiginoPl0GCcfcg',1.0,4.0,6
23973,b'e5lUODtid2iv9Ei2gkqRBw',1.0,2.5,6
23974,b'At3bSltMX8mrBWAHL9s-HA',1.0,3.5,38
23975,b'wffN4optBUAy4LVOOPZN7g',2.0,3.0,13
23976,b'baIT89GubjGJV1mpn82Eeg',1.0,4.0,36
23977,b'eu8jdbhsPfjNJqFL7Yn1SA',2.0,2.0,21
23978,b'f1iTkj320DVn4TyWcvsUjA',2.0,3.5,13
23979,b'0yZkGtnjZYxdW39aaKKzQg',1.0,3.0,14
23980,b'37kk0IW6jL7ZlxZF6k2QBg',4.0,4.0,96
23981,b'TOtR5q1YzrIw5SlX1xzl9w',2.0,5.0,3
23982,b'JkQSLe_rBftbTJdZuQFlSw',3.0,4.0,272
23983,b'ZLNNXEZaCMhXuUovRTIGTw',1.0,4.5,253
23984,b'PhN5_GZxFQBicMp-OFvrBQ',1.0,4.0,5
23985,b'T8hVrSofPfRL3ivEav1SuA',1.0,4.0,7
23986,b'5AWuy1gmFuqyQfj0484fcA',2.0,3.0,6
23987,b'evWjIBX1XbGHVfs6x3dr0Q',,5.0,5
23988,b'lO2fIIZj225NIk5t2k69NA',2.0,2.5,123
23989,b'nUpz0YiBsOK7ff9k3vUJ3A',2.0,4.0,1219
23990,b'TgDzYe8wF_xo7v5ylLCw9w',2.0,3.5,11
23991,b'Q1LrCiy0D6uqliWKe-BxtQ',2.0,2.5,13
23992,b'ujcbqs6jZfaESgSLvbjWuQ',4.0,3.5,21
23993,b'z0qbneYQSHpiX9BBHVNHKw',1.0,2.5,16
23994,b'rVVEKv3F6ZzvA-FcorhzvQ',1.0,3.5,3
23995,b'iNKMTWEZ-uuXzCbPsAv-kQ',1.0,4.0,260
23996,b'KBDRpZkCVJ5N_GSMIk4kPg',2.0,4.0,20
23997,b'atNuup_649IY1B1L1vTkow',1.0,2.0,3
23998,b'TeUlBlNYodKBtcL-zc-4pA',4.0,4.5,5
23999,b'mUk-0jToBuzk4KaDXp-uew',2.0,3.0,17
24000,b'e2jGy1NTv4mOms4wquE_lg',2.0,3.5,17
24001,b'n13ZLtje6aMmgDLHqQQFAQ',1.0,4.5,6
24002,b'hMe7hiCo90jnMXyzmPnO6Q',,2.0,4
24003,b'Zv77o3aDuNDY0t3fCU2ebQ',2.0,3.5,18
24004,b'er56AAp9r8mEJBAhaG02Xg',2.0,4.5,51
24005,b'4yROdy37XY5n1lKVYLXRAg',2.0,4.5,33
24006,b'B7rX9AReRGFQQ6abuq6d5w',1.0,4.0,16
24007,b'o_sqU_aDZc2NV_kdNn2n7g',1.0,3.5,3
24008,b'JSNc3GdNH3LpE3HdTQl17w',1.0,4.5,65
24009,b'FHcYehsC09G-0HPo2-yj-Q',,2.5,3
24010,b'qvwf01a-p26UBkrE5k-gDg',1.0,3.5,3
24011,b'5Ug9N6VPHG0W284wcurEEg',2.0,3.0,5
24012,b'Td7sMSrTSlTnP-fy24_n3g',1.0,4.0,16
