business_id,categories
,"['Bars', 'Sports Bars', 'American (Traditional)', 'Restaurants', 'Nightlife']"
,"['Restaurants', 'Japanese', 'Chinese', 'Buffets']"
,"['Sandwiches', 'Restaurants', 'Food', 'Pizza', 'Salad']"
,"['Restaurants', 'Coffee & Tea', 'Food', 'Sandwiches']"
,"['Pizza', 'Restaurants', 'Italian', 'Chicken Wings']"
,"['Restaurants', 'Dance Clubs', 'Mexican', 'Japanese', 'Latin American', 'American (New)', 'Italian', 'Karaoke', 'Nightlife']"
,"['Caribbean', 'Restaurants']"
,"['Bars', 'Pubs', 'Restaurants', 'Nightlife', 'American (Traditional)']"
,"['Thai', 'Restaurants']"
,"['Cajun/Creole', 'Steakhouses', 'Restaurants']"
,"['Chinese', 'Noodles', 'Restaurants']"
,"['Fast Food', 'Restaurants', 'Burgers']"
,"['Barbeque', 'Restaurants']"
,"['Restaurants', 'Mexican']"
,"['Food', 'Gas Stations', 'Automotive', 'Convenience Stores', 'Restaurants', 'Fast Food']"
,"['Restaurants', 'Pizza']"
,"['Nightlife', 'Portuguese', 'Restaurants', 'Bars']"
,"['Chinese', 'Restaurants']"
,"['Restaurants', 'Fast Food', 'Salad', 'Sandwiches']"
,"['Nightlife', 'Restaurants', 'American (Traditional)', 'Burgers', 'Chicken Wings', 'Sports Bars', 'Steakhouses', 'Bars']"
,"['Burgers', 'Restaurants', 'Halal']"
,"['Organic Stores', 'Breakfast & Brunch', 'Food', 'Cafes', 'Juice Bars & Smoothies', 'Restaurants', 'Internet Cafes']"
,"['Restaurants', 'Barbeque']"
,"['Tacos', 'Ethnic Food', 'Food', 'Cocktail Bars', 'Restaurants', 'Nightlife', 'Specialty Food', 'Tex-Mex', 'Bars', 'Mexican']"
,"['Polish', 'Restaurants']"
,"['Fish & Chips', 'Restaurants']"
,"['Food Court', 'Restaurants', 'Chinese']"
,"['Restaurants', 'Grocery', 'Food', 'Bakeries', 'International Grocery', 'Latin American']"
,"['Hookah Bars', 'Lebanese', 'Bars', 'Restaurants', 'Nightlife', 'Middle Eastern', 'Mediterranean']"
,"['Restaurants', 'Cafes']"
,"['Chinese', 'Restaurants', 'Thai']"
,"['Asian Fusion', 'Restaurants', 'Buffets', 'Mongolian']"
,"['Restaurants', 'Breakfast & Brunch', 'Burgers', 'American (Traditional)']"
,"['Restaurants', 'Mexican']"
,"['Fast Food', 'Sandwiches', 'Restaurants']"
,"['Chinese', 'Restaurants']"
,"['Rock Climbing', 'American (Traditional)', 'Restaurants', 'Arts & Entertainment', 'Active Life', 'Bowling', 'Automotive', 'Towing', 'American (New)', 'African', 'Laser Tag', 'Arcades']"
,"['Nightlife', 'Wine Bars', 'Beer Bar', 'Restaurants', 'Bars', 'Pizza']"
,"['Caterers', 'Restaurants', 'Bakeries', 'Breakfast & Brunch', 'Barbeque', 'Food Trucks', 'Cafes', 'Desserts', 'Sandwiches', 'Event Planning & Services', 'Food Delivery Services', 'Coffee & Tea', 'Food', 'Soup']"
,"['Fast Food', 'Burgers', 'Restaurants']"
,"['Food', 'Restaurants', 'Sandwiches', 'Italian', 'Delis', 'Food Delivery Services']"
,"['Restaurants', 'Chinese', 'Seafood', 'Dim Sum']"
,"['Bars', 'Nightlife', 'Sports Bars', 'American (New)', 'Restaurants']"
,"['Chinese', 'Restaurants']"
,"['Pubs', 'Sports Bars', 'Bars', 'British', 'Nightlife', 'Restaurants']"
,"['Poutineries', 'Restaurants']"
,"['Restaurants', 'Italian']"
,"['Restaurants', 'Thai']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'Mexican']"
,"['Breakfast & Brunch', 'Restaurants', 'Cafes', 'Sandwiches']"
,"['Bars', 'Argentine', 'Nightlife', 'Lounges', 'Restaurants']"
,"['Restaurants', 'Vegetarian', 'Indian']"
,"['Mexican', 'Restaurants']"
,"['Chinese', 'Restaurants']"
,"['Tex-Mex', 'Restaurants', 'Mexican', 'Fast Food']"
,"['Restaurants', 'Burgers']"
,"['Restaurants', 'Vietnamese', 'Noodles']"
,"['Restaurants', 'American (New)']"
,"['Restaurants', 'Mexican']"
,"['Thai', 'Restaurants']"
,"['Restaurants', 'Food', 'Chinese']"
,"['Food', 'Restaurants', 'Bagels']"
,"['Restaurants', 'Sandwiches', 'Fast Food']"
,"['Fast Food', 'Restaurants', 'Sandwiches']"
,"['Bars', 'Pubs', 'Restaurants', 'Irish', 'Nightlife']"
,"['Italian', 'Restaurants']"
,"['Pizza', 'Restaurants', 'Sandwiches', 'Italian']"
,"['Food', 'Restaurants', 'Bars', 'Nightlife', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
,"['Restaurants', 'Italian']"
,"['Mexican', 'Fast Food', 'Restaurants']"
,"['Bars', 'Restaurants', 'Arts & Entertainment', 'Music Venues', 'Nightlife', 'American (Traditional)']"
,"['Restaurants', 'Pizza']"
,"['Event Planning & Services', 'Sandwiches', 'Salad', 'Restaurants', 'Caterers']"
,"['Burgers', 'American (New)', 'American (Traditional)', 'Restaurants']"
,"['German', 'Swabian', 'Hotels & Travel', 'Restaurants', 'Event Planning & Services', 'Hotels']"
,"['Food', 'Cambodian', 'Food Trucks', 'Restaurants']"
,"['Restaurants', 'Cafes']"
,"['Bakeries', 'Restaurants', 'Desserts', 'Food', 'Spanish']"
,"['Indian', 'Pakistani', 'Restaurants']"
,"['Fast Food', 'Restaurants', 'Burgers']"
,"['Breakfast & Brunch', 'Restaurants', 'Canadian (New)', 'Bistros']"
,"['Mexican', 'Restaurants', 'Fast Food']"
,"['Restaurants', 'Canadian (New)', 'American (New)']"
,"['Breakfast & Brunch', 'Restaurants', 'Food', 'Donuts', 'Bubble Tea', 'Juice Bars & Smoothies', 'Bagels', 'Coffee & Tea']"
,"['Korean', 'Japanese', 'Sushi Bars', 'Restaurants']"
,"['Restaurants', 'Mexican', 'Tex-Mex']"
,"['Thai', 'Restaurants', 'Chinese']"
,"['Restaurants', 'Chicken Wings', 'Pizza', 'Italian']"
,"['American (Traditional)', 'Southern', 'Restaurants', 'Breakfast & Brunch']"
,"['Burgers', 'Sandwiches', 'Cheesesteaks', 'Restaurants', 'Steakhouses', 'Breakfast & Brunch', 'Delis']"
,"['Restaurants', 'Thai']"
,"['Bavarian', 'Swabian', 'Vegetarian', 'Food', 'German', 'Breweries', 'Restaurants']"
,"['Restaurants', 'Italian']"
,"['Caterers', 'Portuguese', 'Event Planning & Services', 'Restaurants']"
,"['Restaurants', 'Breakfast & Brunch']"
,"['Restaurants', 'Caribbean']"
,"['Restaurants', 'Nightlife', 'Bars', 'American (Traditional)', 'Burgers']"
,"['Delis', 'Food', 'Bagels', 'Breakfast & Brunch', 'Soup', 'Sandwiches', 'Salad', 'Restaurants']"
,"['Persian/Iranian', 'Restaurants']"
,"['Restaurants', 'Indian']"
,"['Chinese', 'Restaurants']"
,"['Caterers', 'Comfort Food', 'Breakfast & Brunch', 'Canadian (New)', 'Event Planning & Services', 'Burgers', 'Restaurants']"
,"['Restaurants', 'French', 'Italian']"
,"['Restaurants', 'Chinese']"
,"['Restaurants', 'Seafood']"
,"['Restaurants', 'Chinese']"
,"['Coffee & Tea', 'Nightlife', 'Food', 'American (New)', 'Tapas/Small Plates', 'Cocktail Bars', 'Desserts', 'Gastropubs', 'Restaurants', 'Bars', 'Breakfast & Brunch', 'American (Traditional)']"
,"['Delis', 'Restaurants', 'Sandwiches', 'Food Delivery Services', 'Food']"
,"['Restaurants', 'Thai']"
,"['Restaurants', 'American (New)']"
,"['Bars', 'Cafes', 'Diners', 'Nightlife', 'Restaurants']"
,"['Salad', 'Restaurants', 'Pizza']"
,"['Italian', 'Sandwiches', 'Salad', 'Restaurants', 'Pizza']"
,"['Restaurants', 'Fast Food', 'Ice Cream & Frozen Yogurt', 'Food']"
,"['Mediterranean', 'Kebab', 'Turkish', 'Middle Eastern', 'Restaurants']"
,"['Asian Fusion', 'Restaurants', 'Seafood', 'Cajun/Creole']"
,"['Restaurants', 'Breakfast & Brunch', 'American (Traditional)', 'Steakhouses', 'American (New)']"
,"['Chinese', 'Restaurants', 'Malaysian']"
,"['Restaurants', 'Sandwiches']"
,"['Restaurants', 'Sandwiches', 'Fast Food']"
,"['Salad', 'Sandwiches', 'Restaurants', 'Soup']"
,"['Restaurants', 'Cafes', 'Books', 'Mags', 'Music & Video', 'Bookstores', 'Shopping']"
,"['Indian', 'Restaurants']"
,"['Food', 'Cafes', 'Restaurants', 'Beer', 'Wine & Spirits', 'French']"
,"['Italian', 'Restaurants', 'Pizza']"
,"['Delis', 'Soup', 'Fast Food', 'Sandwiches', 'Salad', 'Restaurants']"
,"['Restaurants', 'Mexican', 'Cafes', 'American (Traditional)', 'Indian']"
,"['Food', 'Bars', 'Nightlife', 'Lounges', 'Restaurants', 'Coffee & Tea', 'Sandwiches']"
,"['Restaurants', 'Seafood']"
,"['Breakfast & Brunch', 'Mexican', 'Salad', 'Restaurants']"
,"['Restaurants', 'Seafood', 'Chinese']"
,"['Sushi Bars', 'Restaurants']"
,"['Vegan', 'Restaurants', 'Vegetarian', 'Falafel', 'Mediterranean']"
,"['Fast Food', 'Burgers', 'Restaurants']"
,"['Middle Eastern', 'Mediterranean', 'Restaurants', 'Lebanese', 'Buffets', 'Vegetarian']"
,"['Chicken Wings', 'Fast Food', 'Restaurants', 'Mexican', 'American (New)']"
,"['Fast Food', 'Restaurants']"
,"['Nightlife', 'Event Planning & Services', 'Specialty Food', 'Arts & Entertainment', 'Delis', 'American (New)', 'Bars', 'Venues & Event Spaces', 'Southern', 'Shopping', 'Food Court', 'Art Galleries', 'Restaurants', 'Asian Fusion', 'Grocery', 'Food']"
,"['Sandwiches', 'Restaurants', 'Fast Food']"
,"['Mexican', 'Restaurants']"
,"['Buffets', 'Chinese', 'Restaurants', 'Asian Fusion']"
,"['Barbeque', 'Portuguese', 'Restaurants']"
,"['Italian', 'Pizza', 'Restaurants']"
,"['Pizza', 'Restaurants']"
,"['Pizza', 'Nightlife', 'Bars', 'Sports Bars', 'Lounges', 'Restaurants']"
,"['Mediterranean', 'Vegetarian', 'Persian/Iranian', 'Restaurants']"
,"['Restaurants', 'Mediterranean']"
,"['Italian', 'Restaurants']"
,"['Coffee & Tea', 'Food', 'Restaurants', 'Cafes']"
,"['American (New)', 'Restaurants']"
,"['Chinese', 'Fast Food', 'Restaurants']"
,"['Restaurants', 'Korean']"
,"['Latin American', 'Restaurants', 'Peruvian']"
,"['Lounges', 'Tapas/Small Plates', 'American (Traditional)', 'Cocktail Bars', 'Bars', 'American (New)', 'Breakfast & Brunch', 'Mediterranean', 'Nightlife', 'Restaurants']"
,"['Bakeries', 'Vietnamese', 'Food', 'Restaurants']"
,"['French', 'Restaurants', 'American (Traditional)', 'Mexican', 'Italian']"
,"['Nightlife', 'Sports Bars', 'Bars', 'Restaurants', 'American (Traditional)']"
,"['Event Planning & Services', 'Mediterranean', 'Restaurants', 'Caterers', 'Venues & Event Spaces']"
,"['Restaurants', 'Mexican']"
,"['Bars', 'Lounges', 'Nightlife', 'Italian', 'Restaurants']"
,"['Chicken Wings', 'Sandwiches', 'Restaurants', 'Pizza']"
,"['Restaurants', 'Indian']"
,"['Restaurants', 'Italian']"
,"['Restaurants', 'British', 'Fish & Chips', 'Fast Food']"
,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Restaurants', 'Food', 'Delis']"
,"['Italian', 'Pizza', 'Restaurants']"
,"['Bars', 'Restaurants', 'Cocktail Bars', 'Breakfast & Brunch', 'American (New)', 'Burgers', 'Nightlife']"
,"['Restaurants', 'American (Traditional)', 'Pizza']"
,"['German', 'Restaurants', 'Beer', 'Wine & Spirits', 'Food', 'Chinese']"
,"['Korean', 'Restaurants']"
,"['American (Traditional)', 'Restaurants', 'French']"
,"['Restaurants', 'American (New)', 'Chinese']"
,"['American (Traditional)', 'Restaurants']"
,"['Restaurants', 'Asian Fusion', 'Thai', 'Fast Food']"
,"['American (Traditional)', 'Burgers', 'Sandwiches', 'Restaurants']"
,"['Burgers', 'Restaurants']"
,"['Breakfast & Brunch', 'Food', 'Comfort Food', 'American (New)', 'Restaurants', 'Caterers', 'Soul Food', 'Bakeries', 'Event Planning & Services', 'Cafes']"
,"['Burgers', 'Restaurants', 'Fast Food']"
,"['Restaurants', 'Italian']"
,"['Restaurants', 'Vietnamese']"
,"['Mediterranean', 'Moroccan', 'Restaurants', 'Canadian (New)']"
,"['Restaurants', 'Halal', 'Fast Food', 'Chicken Wings', 'Burgers', 'Chicken Shop']"
,"['Restaurants', 'Italian']"
,"['Nightlife', 'Restaurants', 'Latin American', 'Bars']"
,"['Restaurants', 'Chicken Wings', 'Italian', 'Pizza']"
,"['Sandwiches', 'Restaurants']"
,"['Restaurants', 'Fish & Chips']"
,"['Mexican', 'Fast Food', 'Restaurants']"
,"['Restaurants', 'Thai']"
,"['Tex-Mex', 'Restaurants', 'Mexican']"
,"['Restaurants', 'Japanese', 'Teppanyaki', 'Seafood', 'Steakhouses']"
,"['Restaurants', 'Pizza']"
,"['Food', 'Cafes', 'Coffee & Tea', 'Restaurants']"
,"['Restaurants', 'Hot Dogs', 'Mexican']"
,"['Pizza', 'Nightlife', 'Restaurants', 'Sports Bars', 'Vegetarian', 'Bars']"
,"['Restaurants', 'Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Bowling', 'American (New)', 'Active Life']"
,"['Restaurants', 'Pizza', 'Italian']"
,"['American (Traditional)', 'Restaurants', 'Barbeque']"
,"['Venues & Event Spaces', 'Event Planning & Services', 'Bowling', 'Active Life', 'Restaurants']"
,"['Restaurants', 'Burgers']"
,"['Restaurants', 'Lebanese', 'Middle Eastern']"
,"['Wine Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants', 'Bars', 'Burgers', 'Nightlife', 'Cocktail Bars']"
,"['Chinese', 'Seafood', 'Vegetarian', 'Soup', 'Restaurants']"
,"['Chinese', 'Restaurants', 'Thai']"
,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
,"['Restaurants', 'Canadian (New)', 'American (New)']"
,"['Chicken Wings', 'Restaurants']"
,"['Sandwiches', 'Restaurants']"
,"['Restaurants', 'Cafes', 'Food', 'Juice Bars & Smoothies']"
,"['Burgers', 'Restaurants']"
,"['Restaurants', 'Soup', 'Vietnamese']"
,"['Indian', 'Restaurants', 'Vegetarian']"
,"['Bars', 'Sports Bars', 'Nightlife', 'American (Traditional)', 'Dive Bars', 'Restaurants', 'Pizza']"
,"['Restaurants', 'Mexican']"
,"['Middle Eastern', 'Salad', 'Restaurants', 'Desserts', 'Food']"
,"['Restaurants', 'Italian', 'Pizza']"
,"['Japanese', 'Sushi Bars', 'Restaurants']"
,"['Bars', 'Juice Bars & Smoothies', 'Food', 'Burgers', 'Cocktail Bars', 'Restaurants', 'Nightlife']"
,"['Restaurants', 'Barbeque']"
,"['Arts & Entertainment', 'Nightlife', 'Restaurants', 'Bars', 'Pubs', 'American (Traditional)', 'Music Venues']"
,"['American (New)', 'Southern', 'Restaurants']"
,"['Restaurants', 'Burgers', 'Fast Food']"
,"['Thai', 'Restaurants', 'Food', 'Food Trucks']"
,"['American (Traditional)', 'Restaurants', 'Diners']"
,"['Restaurants', 'Indian']"
,"['Chinese', 'Restaurants']"
,"['Mexican', 'Restaurants']"
,"['Bars', 'Restaurants', 'Mexican', 'Nightlife', 'Karaoke']"
,"['Fast Food', 'Restaurants', 'Mexican', 'Tex-Mex']"
,"['Pizza', 'Restaurants']"
,"['Restaurants', 'American (Traditional)', 'Seafood']"
,"['Italian', 'Restaurants']"
,"['Fast Food', 'Restaurants', 'Seafood']"
,"['Seafood', 'Restaurants']"
,"['Restaurants', 'Mediterranean', 'French']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'Mexican']"
,"['Restaurants', 'Japanese']"
,"['Breakfast & Brunch', 'Restaurants']"
,"['Restaurants', 'Japanese']"
,"['Restaurants', 'Pizza', 'Italian']"
,"['Food', 'American (New)', 'Restaurants', 'Beer', 'Wine & Spirits']"
,"['Restaurants', 'Nightlife', 'Arts & Entertainment', 'Jazz & Blues', 'Wine Bars', 'Bars', 'American (New)', 'Bistros']"
,"['Burgers', 'Sandwiches', 'Tapas Bars', 'American (New)', 'Fast Food', 'Food', 'Restaurants', 'Beer', 'Wine & Spirits']"
,"['Bars', 'Nightlife', 'Restaurants', 'Hookah Bars', 'Moroccan']"
,"['Burgers', 'Food Stands', 'Hot Dogs', 'Restaurants']"
,"['Restaurants', 'French', 'Breakfast & Brunch']"
,"['Burgers', 'Restaurants', 'Fast Food', 'American (Traditional)']"
,"['Indian', 'Restaurants']"
,"['Pizza', 'Restaurants', 'Italian']"
,"['Flowers & Gifts', 'Antiques', 'Scottish', 'Restaurants', 'Shopping', 'Gift Shops', 'British']"
,"['Restaurants', 'Pizza']"
,"['Creperies', 'French', 'Restaurants', 'Fondue']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'Fast Food']"
,"['Restaurants', 'Fast Food', 'Burgers']"
,"['Restaurants', 'Home Services', 'Comfort Food', 'Jazz & Blues', 'Plumbing', 'Asian Fusion', 'Arts & Entertainment', 'Dive Bars', 'Bars', 'Himalayan/Nepalese', 'Nightlife', 'Canadian (New)', 'Food', 'Indian', 'Beer', 'Wine & Spirits']"
,"['Food', 'Restaurants', 'Food Stands', 'Street Vendors']"
,"['Food', 'Caribbean', 'Restaurants']"
,"['Gluten-Free', 'French', 'Creperies', 'Restaurants', 'Breakfast & Brunch']"
,"['Restaurants', 'Thai']"
,"['Bars', 'Tapas Bars', 'Cocktail Bars', 'Restaurants', 'Nightlife']"
,"['Restaurants', 'Middle Eastern']"
,"['Salad', 'Sandwiches', 'Soup', 'Restaurants']"
,"['Restaurants', 'Indian', 'Buffets']"
,"['Pubs', 'Restaurants', 'Nightlife', 'Bars', 'American (New)']"
,"['American (Traditional)', 'Burgers', 'Restaurants']"
,"['Chinese', 'Restaurants']"
,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']"
,"['Restaurants', 'Chinese']"
,"['Mexican', 'Fast Food', 'Restaurants']"
,"['Pizza', 'Restaurants', 'Food', 'Italian', 'Salad', 'Food Delivery Services', 'Burgers']"
,"['Food', 'Pizza', 'Food Delivery Services', 'Restaurants']"
,"['Casinos', 'Hotels & Travel', 'Arts & Entertainment', 'Hotels', 'Restaurants', 'Event Planning & Services']"
,"['Breakfast & Brunch', 'Restaurants', 'American (Traditional)']"
,"['Tex-Mex', 'Restaurants']"
,"['Nightlife', 'Beer Bar', 'Barbeque', 'Bars', 'Sandwiches', 'Restaurants']"
,"['Restaurants', 'Mexican']"
,"['Restaurants', 'Burgers', 'Fast Food']"
,"['Restaurants', 'Nightlife', 'Sandwiches', 'Bars', 'Canadian (New)', 'Fish & Chips', 'Seafood', 'Food']"
,"['Sandwiches', 'Restaurants', 'Pizza', 'Italian']"
,"['Restaurants', 'Japanese', 'Sushi Bars', 'Thai']"
,"['Asian Fusion', 'Himalayan/Nepalese', 'Restaurants']"
,"['Restaurants', 'Pizza', 'Salad', 'Sandwiches']"
,"['Walking Tours', 'Restaurants', 'Tours', 'Historical Tours', 'Hotels & Travel', 'Food Tours', 'Nightlife']"
,"['Restaurants', 'Canadian (New)']"
,"['Restaurants', 'Indian']"
,"['Food', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Fast Food']"
,"['Food', 'Bubble Tea', 'Ice Cream & Frozen Yogurt', 'Chinese', 'Shaved Ice', 'Coffee & Tea', 'Restaurants', 'American (Traditional)', 'Desserts']"
,"['Vietnamese', 'Salad', 'Restaurants', 'Sandwiches']"
,"['Restaurants', 'Sandwiches']"
,"['Restaurants', 'Fast Food', 'Sandwiches']"
,"['Restaurants', 'Japanese', 'Sushi Bars']"
,"['Restaurants', 'Salad', 'Barbeque', 'Caribbean']"
,"['Burgers', 'Fast Food', 'American (New)', 'Restaurants']"
,"['Japanese', 'Sushi Bars', 'Restaurants']"
,"['Coffee & Tea', 'Cafes', 'Restaurants', 'Food']"
,"['Delis', 'Restaurants', 'Grocery', 'Food']"
,"['Chinese', 'Restaurants']"
,"['Nightlife', 'Cocktail Bars', 'Restaurants', 'Bars', 'Mexican', 'Seafood']"
,"['Food', 'Restaurants', 'Food Trucks', 'Diners']"
,"['Pizza', 'Restaurants']"
,"['Restaurants', 'Sandwiches', 'Cafes']"
,"['Asian Fusion', 'Restaurants']"
,"['Vegan', 'American (New)', 'Breakfast & Brunch', 'Restaurants']"
,"['Restaurants', 'British', 'Scottish', 'Bistros']"
,"['Italian', 'Restaurants', 'Caterers', 'Event Planning & Services', 'Breakfast & Brunch', 'Mediterranean']"
,"['Restaurants', 'Coffee & Tea', 'Breakfast & Brunch', 'Food']"
,"['Burgers', 'Nightlife', 'Canadian (New)', 'Sports Bars', 'Bars', 'Barbeque', 'Restaurants', 'Breakfast & Brunch']"
,"['Restaurants', 'Arabian', 'Mediterranean']"
,"['Restaurants', 'Thai']"
,"['Restaurants', 'Sandwiches', 'Salad', 'Food']"
,"['Hotels', 'Restaurants', 'Venues & Event Spaces', 'Event Planning & Services', 'Hotels & Travel']"
,"['Restaurants', 'Fast Food', 'Indian']"
,"['Restaurants', 'Chinese', 'Portuguese']"
,"['Salad', 'Restaurants', 'Vegetarian', 'Sandwiches', 'Wraps', 'Juice Bars & Smoothies', 'Food']"
,"['Fast Food', 'Restaurants', 'Mexican']"
,"['Restaurants', 'Thai']"
,"['Tex-Mex', 'Vegan', 'Latin American', 'Restaurants', 'Mexican']"
,"['American (Traditional)', 'Restaurants']"
,"['Italian', 'Restaurants']"
,"['Seafood', 'Hawaiian', 'Poke', 'Food', 'Restaurants']"
,"['Lounges', 'Beer', 'Wine & Spirits', 'Gastropubs', 'Pizza', 'Restaurants', 'Food', 'Nightlife', 'American (New)', 'Bars']"
,"['Falafel', 'Restaurants', 'Vegan', 'Mediterranean', 'Sandwiches', 'Vegetarian']"
,"['Pubs', 'Restaurants', 'Bars', 'Nightlife', 'Gastropubs']"
,"['American (Traditional)', 'Restaurants', 'Comfort Food']"
,"['Pizza', 'Restaurants']"
,"['Cocktail Bars', 'Nightlife', 'Restaurants', 'Bars', 'American (Traditional)']"
,"['Chicken Wings', 'Fast Food', 'Restaurants']"
,"['Greek', 'Restaurants', 'Burgers', 'Hot Dogs', 'Salad', 'Seafood', 'Chicken Wings']"
,"['Restaurants', 'Pizza']"
,"['Bars', 'American (New)', 'Nightlife', 'Restaurants']"
,"['Fast Food', 'Restaurants', 'Burgers']"
,"['Local Flavor', 'Food', 'Restaurants', 'Gastropubs', 'Breweries']"
,"['British', 'Restaurants', 'Cafes']"
,"['Nightlife', 'Bars', 'American (Traditional)', 'Restaurants', 'Sports Bars', 'Barbeque']"
,"['Pizza', 'Restaurants', 'Fast Food']"
,"['Restaurants', 'Mexican']"
,"['Nightlife', 'Tapas/Small Plates', 'Shopping', 'Art Galleries', 'Bars', 'Lounges', 'Arts & Entertainment', 'Restaurants']"
,"['Bars', 'Wine Bars', 'Restaurants', 'Nightlife', 'Mediterranean', 'Pizza']"
,"['Restaurants', 'Pizza']"
,"['Sandwiches', 'Restaurants', 'Bars', 'Arts & Entertainment', 'American (Traditional)', 'Nightlife', 'Casinos', 'Burgers']"
,"['Restaurants', 'Italian']"
,"['Restaurants', 'Seafood']"
,"['Food Trucks', 'Street Vendors', 'Food', 'Restaurants', 'Mexican']"
,"['Restaurants', 'Fast Food', 'Burgers']"
,"['French', 'American (New)', 'Supper Clubs', 'Gastropubs', 'American (Traditional)', 'Restaurants']"
,"['Desserts', 'Specialty Food', 'Food', 'Cafes', 'Restaurants', 'Chocolatiers & Shops']"
,"['Nightlife', 'Bars', 'Restaurants', 'American (Traditional)', 'American (New)']"
,"['Pizza', 'Restaurants']"
,"['Music Venues', 'Food', 'Specialty Food', 'Sandwiches', 'Health Markets', 'Nightlife', 'Arts & Entertainment', 'Restaurants', 'Vegetarian', 'Vegan']"
,"['American (Traditional)', 'Restaurants']"
,"['Pizza', 'Restaurants']"
,"['Sports Bars', 'Bars', 'Chicken Wings', 'Restaurants', 'American (New)', 'American (Traditional)', 'Nightlife']"
,"['Restaurants', 'Chinese']"
,"['French', 'Restaurants']"
,"['Salad', 'Restaurants', 'Breakfast & Brunch', 'Diners', 'American (Traditional)']"
,"['Canadian (New)', 'Pizza', 'Restaurants', 'Italian']"
,"['Imported Food', 'Restaurants', 'Delis', 'Food', 'Specialty Food', 'Ethnic Food']"
,"['Restaurants', 'American (New)', 'Nightlife', 'Bars', 'Gastropubs']"
,"['Barbeque', 'Restaurants']"
,"['Chicken Wings', 'Fast Food', 'Mexican', 'Restaurants']"
,"['Caribbean', 'Desserts', 'Food', 'Latin American', 'Restaurants']"
,"['American (New)', 'Sports Bars', 'Bars', 'Nightlife', 'Restaurants']"
,"['German', 'Restaurants']"
,"['Nightlife', 'Bars', 'Pubs', 'Restaurants', 'American (Traditional)']"
,"['Fast Food', 'Burgers', 'Restaurants']"
,"['Restaurants', 'Fast Food', 'Burgers']"
,"['Imported Food', 'Specialty Food', 'Seafood', 'Thai', 'Chinese', 'Ethnic Food', 'Food', 'Restaurants']"
,"['Restaurants', 'Cafes', 'Desserts', 'Ice Cream & Frozen Yogurt', 'Food']"
,"['Chinese', 'Restaurants']"
,"['Fast Food', 'Restaurants', 'American (Traditional)', 'Burgers']"
,"['Tex-Mex', 'Restaurants', 'Fast Food', 'Mexican']"
,"['Restaurants', 'Middle Eastern', 'Halal']"
,"['Food', 'Burgers', 'Fast Food', 'American (Traditional)', 'Restaurants']"
,"['Pizza', 'Restaurants']"
,"['Restaurants', 'American (Traditional)', 'Comfort Food']"
,"['Restaurants', 'Chinese']"
,"['Pizza', 'Restaurants']"
,"['Fast Food', 'Sandwiches', 'Restaurants', 'Chicken Wings', 'Cajun/Creole', 'American (Traditional)']"
,"['Restaurants', 'Chinese']"
,"['Chinese', 'Diners', 'Restaurants']"
,"['Ice Cream & Frozen Yogurt', 'Italian', 'Restaurants', 'Food', 'Pizza']"
,"['Barbeque', 'Southern', 'American (Traditional)', 'Restaurants']"
,"['Gluten-Free', 'Pizza', 'Restaurants', 'Vegan']"
,"['Chinese', 'Restaurants']"
,"['Japanese', 'Restaurants', 'Sushi Bars']"
,"['Restaurants', 'Seafood', 'Japanese', 'Sushi Bars']"
,"['Restaurants', 'Sandwiches']"
,"['Computers', 'Local Services', 'Pizza', 'Shopping', 'IT Services & Computer Repair', 'Restaurants']"
,"['Restaurants', 'Pizza', 'Sandwiches', 'Chicken Wings']"
,"['Restaurants', 'Mexican', 'Nightlife', 'Latin American', 'Bars', 'Cocktail Bars']"
,"['Indian', 'Restaurants']"
,"['Restaurants', 'Chinese']"
,"['Fast Food', 'Chinese', 'Restaurants']"
,"['Mexican', 'Restaurants']"
,"['Salad', 'Gluten-Free', 'American (New)', 'Vegetarian', 'Restaurants', 'Sandwiches']"
,"['Nightlife', 'Breweries', 'Bars', 'Food', 'Restaurants']"
,"['Restaurants', 'Fast Food', 'Sandwiches']"
,"['American (New)', 'Restaurants', 'Nightlife', 'American (Traditional)', 'Sports Bars', 'Bars']"
,"['Lounges', 'Nightlife', 'Restaurants', 'Bars', 'Chinese', 'Asian Fusion']"
,"['Salad', 'Sandwiches', 'Restaurants', 'Bakeries', 'Food']"
,"['Restaurants', 'African']"
,"['Thai', 'Restaurants']"
,"['Food', 'Cooking Schools', 'Barbeque', 'Education', 'Restaurants', 'Specialty Schools']"
,"['Restaurants', 'Italian']"
,"['Restaurants', 'Japanese']"
,"['Italian', 'Restaurants', 'Pizza']"
,"['Food', 'Sandwiches', 'Do-It-Yourself Food', 'Restaurants']"
,"['Restaurants', 'Coffee & Tea', 'Vegan', 'Vegetarian', 'Tea Rooms', 'Bakeries', 'Food', 'Sandwiches']"
